UMGS_ID	MAG_ID	Phylum	Class	Order	Family	Genus
UMGS1127	SRR5056930_bin.28	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
UMGS1128	ERR589510_bin.44	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
UMGS1129	ERR414230_bin.21	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
UMGS1130	ERR1190644_bin.42	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas
UMGS1131	SRR2912780_bin.35	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1132	ERR1620269_bin.14	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1133	SRR1461861_bin.3	Firmicutes	Clostridia	NA	NA	NA
UMGS1134	ERR1620298_bin.15	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1135	ERR209469_bin.1	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1136	ERR414340_bin.6	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1137	SRR5091537_bin.16	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
UMGS1138	ERR1190838_bin.22	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
UMGS1139	ERR1913087_bin.26	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1140	ERR1018283_bin.51	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
UMGS1141	ERR1912956_bin.10	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
UMGS1142	ERR1018244_bin.54	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
UMGS1143	ERR209782_bin.23	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1144	SRR5032340_bin.7	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1145	ERR414316_bin.62	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
UMGS1146	SRR3993017_bin.42	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1147	ERR209384_bin.15	Tenericutes	NA	NA	NA	NA
UMGS1148	ERR1018268_bin.23	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1149	SRR2992896_bin.77	Tenericutes	NA	NA	NA	NA
UMGS1151	ERR414319_bin.36	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1152	ERR688563_bin.37	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1153	SRR3993004_bin.22	NA	NA	NA	NA	NA
UMGS1154	SRR5127593_bin.10	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1155	ERR209170_bin.2	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1156	ERR1620345_bin.42	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
UMGS1157	SRR2912786_bin.12	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
UMGS1158	DRR042394_bin.56	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1159	ERR911953_bin.10	Tenericutes	NA	NA	NA	NA
UMGS1160	ERR525839_bin.30	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1161	SRR5127493_bin.9	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1162	ERR321350_bin.5	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1163	SRR1761711_bin.27	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1164	ERR1190946_bin.119	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1165	ERR1913008_bin.26	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1166	SRR5127411_bin.28	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1167	ERR526073_bin.17	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	NA
UMGS1168	ERR1018258_bin.27	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
UMGS1169	ERR1620262_bin.4	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1170	ERR209469_bin.8	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1171	SRR5056829_bin.9	Tenericutes	NA	NA	NA	NA
UMGS1172	ERR414252_bin.36	Tenericutes	NA	NA	NA	NA
UMGS1173	SRR3992972_bin.21	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1174	ERR525976_bin.8	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1175	ERR414243_bin.25	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1177	ERR1190657_bin.27	NA	NA	NA	NA	NA
UMGS1178	SRR4783506_bin.84	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1179	ERR1293813_bin.25	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
UMGS1180	SRR1761720_bin.8	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
UMGS1181	SRR3993042_bin.25	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
UMGS1182	SRR3992959_bin.72	NA	NA	NA	NA	NA
UMGS1183	ERR1620323_bin.18	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1184	ERR525953_bin.14	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1185	SRR1761714_bin.38	Tenericutes	NA	NA	NA	NA
UMGS1186	SRR5127651_bin.18	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1187	ERR011350_bin.8	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1188	SRR2155371_bin.11	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1189	SRR5056999_bin.11	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium
UMGS1190	SRR5127436_bin.11	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1191	ERR321312_bin.10	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1192	SRR1761712_bin.40	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1193	SRR6054445_bin.12	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1195	SRR4305271_bin.1	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1196	SRR5091465_bin.31	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
UMGS1197	ERR209697_bin.20	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
UMGS1198	SRR4305355_bin.13	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
UMGS1199	SRR3917587_bin.52	Tenericutes	NA	NA	NA	NA
UMGS1200	SRR5127535_bin.7	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1201	ERR1620325_bin.78	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
UMGS1202	SRR4481738_bin.1	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1203	SRR2992884_bin.13	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1204	SRR1761701_bin.34	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
UMGS1205	ERR209515_bin.8	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1206	ERR414305_bin.35	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1207	SRR2155178_bin.35	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1208	ERR589513_bin.7	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1209	SRR2912785_bin.42	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1210	SRR5106299_bin.4	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
UMGS1211	ERR589527_bin.51	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1212	ERR525936_bin.27	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1213	SRR5558409_bin.19	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1214	SRR1761714_bin.27	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1215	SRR2912810_bin.38	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1216	ERR1305899_bin.84	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1217	SRR1761720_bin.9	Tenericutes	NA	NA	NA	NA
UMGS1219	ERR1190655_bin.40	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1220	SRR5056705_bin.47	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1221	ERR525920_bin.20	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1222	SRR5579983_bin.22	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1224	SRR1761708_bin.34	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1225	SRR3992981_bin.74	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1226	SRR5057015_bin.98	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1227	SRR341662_bin.27	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
UMGS1228	SRR6028283_bin.17	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Succiniclasticum
UMGS1229	SRR1761702_bin.29	NA	NA	NA	NA	NA
UMGS1230	ERR688517_bin.69	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1231	SRR5091553_bin.13	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
UMGS1232	ERR1018221_bin.33	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1233	ERR1190619_bin.28	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis
UMGS1234	SRR3582140_bin.13	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1235	ERR1620353_bin.43	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
UMGS1236	ERR1293842_bin.23	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1237	ERR1190626_bin.35	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1238	ERR414235_bin.70	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1239	SRR3582173_bin.3	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium
UMGS1241	ERR1305901_bin.67	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1242	SRR341661_bin.3	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1243	SRR5558136_bin.38	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
UMGS1244	SRR5963373_bin.11	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1245	ERR688517_bin.4	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1246	SRR5057106_bin.37	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1247	SRR3993006_bin.48	Tenericutes	Mollicutes	NA	NA	NA
UMGS1248	ERR414327_bin.36	Tenericutes	Mollicutes	NA	NA	NA
UMGS1249	ERR1578661_bin.80	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	NA
UMGS1250	SRR341619_bin.5	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1251	SRR4481725_bin.46	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1252	ERR526033_bin.4	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1253	SRR2992898_bin.60	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1254	SRR5056823_bin.4	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
UMGS1255	ERR1578662_bin.19	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
UMGS1256	SRR5963255_bin.10	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
UMGS1257	ERR414230_bin.43	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
UMGS1258	SRR2726602_bin.2	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
UMGS1259	ERR525916_bin.20	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
UMGS1260	SRR5963244_bin.8	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Pelosinus
UMGS1262	ERR1305883_bin.31	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1263	SRR3736988_bin.17	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1264	SRR2912792_bin.25	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1265	ERR1305896_bin.99	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1266	SRR341599_bin.12	Tenericutes	Mollicutes	NA	NA	NA
UMGS1267	SRR3992983_bin.22	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1268	ERR525890_bin.1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
UMGS1269	SRR5057119_bin.52	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
UMGS1270	SRR5056780_bin.7	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1271	ERR1018253_bin.30	Tenericutes	NA	NA	NA	NA
UMGS1272	ERR1190940_bin.76	NA	NA	NA	NA	NA
UMGS1273	SRR5050585_bin.15	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter
UMGS1274	SRR3993042_bin.3	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1275	ERR688607_bin.10	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1276	SRR5580015_bin.8	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1277	ERR414354_bin.8	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1278	SRR5275453_bin.24	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1279	ERR688524_bin.34	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1280	ERR1190823_bin.109	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
UMGS1281	ERR525737_bin.38	NA	NA	NA	NA	NA
UMGS1282	ERR525923_bin.20	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1284	SRR1761718_bin.27	NA	NA	NA	NA	NA
UMGS1285	SRR2992899_bin.3	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1286	SRR3131714_bin.3	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI	Anaerococcus
UMGS1287	ERR688615_bin.25	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1288	SRR341667_bin.16	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1289	SRR5056870_bin.61	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1290	SRR1779118_bin.14	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1291	ERR1305902_bin.13	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
UMGS1292	ERR321194_bin.11	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
UMGS1293	SRR5558313_bin.90	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
UMGS1294	ERR414346_bin.49	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1295	SRR5580086_bin.13	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
UMGS1296	ERR414233_bin.25	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
UMGS1297	SRR3917587_bin.20	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1298	ERR1018268_bin.53	NA	NA	NA	NA	NA
UMGS1300	ERR1190833_bin.48	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1301	SRR1927149_bin.34	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	NA
UMGS1302	SRR5558136_bin.26	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1303	SRR1930122_bin.17	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
UMGS1304	SRR1761667_bin.19	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
UMGS1305	ERR1293666_bin.6	NA	NA	NA	NA	NA
UMGS1306	ERR1912949_bin.4	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1307	ERR1305900_bin.91	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1308	SRR5279234_bin.28	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter
UMGS1309	SRR5127680_bin.20	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1310	SRR3736991_bin.13	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium
UMGS1311	ERR1913060_bin.16	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1312	ERR414319_bin.20	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1313	ERR589511_bin.54	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1314	ERR911958_bin.26	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1315	SRR2155318_bin.4	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1316	ERR1293745_bin.10	Firmicutes	NA	NA	NA	NA
UMGS1317	SRR2912776_bin.12	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1318	SRR3917698_bin.18	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
UMGS1319	SRR5127416_bin.9	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1320	SRR5580077_bin.5	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1321	ERR209702_bin.34	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1322	SRR5558058_bin.7	Firmicutes	Clostridia	NA	NA	NA
UMGS1323	SRR3993001_bin.64	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1324	ERR1620338_bin.29	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
UMGS1325	ERR1190866_bin.23	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter
UMGS1326	ERR1190926_bin.115	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1327	SRR1761720_bin.13	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
UMGS1328	SRR5579983_bin.56	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus
UMGS1329	ERR1018298_bin.48	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia
UMGS1330	SRR5106457_bin.15	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
UMGS1331	ERR321203_bin.9	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1332	ERR414321_bin.53	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1333	ERR209817_bin.41	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1335	SRR5056942_bin.77	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
UMGS1336	SRR341656_bin.2	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1337	SRR5275468_bin.15	Tenericutes	Mollicutes	NA	NA	NA
UMGS1338	SRR5279229_bin.68	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1339	SRR5558100_bin.10	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1340	SRR1237933_bin.24	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium
UMGS1341	SRR2912803_bin.37	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1342	ERR414325_bin.43	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
UMGS1344	SRR3992959_bin.69	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1345	ERR505098_bin.47	Tenericutes	NA	NA	NA	NA
UMGS1346	SRR6028256_bin.11	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1347	ERR1018199_bin.2	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
UMGS1348	ERR1305901_bin.5	NA	NA	NA	NA	NA
UMGS1349	ERR1620343_bin.33	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1350	ERR1305900_bin.37	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1351	ERR1305900_bin.52	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
UMGS1352	ERR321346_bin.19	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1353	ERR589584_bin.12	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1354	ERR589530_bin.32	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1355	ERR414360_bin.44	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
UMGS1356	ERR505088_bin.30	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1357	ERR525936_bin.22	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
UMGS1358	SRR3993010_bin.16	Verrucomicrobia	Opitutae	Opitutales	NA	NA
UMGS1359	ERR688510_bin.42	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
UMGS1360	ERR1190864_bin.22	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1362	SRR5558252_bin.24	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
UMGS1364	ERR866569_bin.26	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI	Anaerococcus
UMGS1365	ERR688539_bin.27	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
UMGS1366	SRR6028170_bin.6	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1367	SRR4408158_bin.11	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
UMGS1368	SRR5275432_bin.41	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1369	SRR5050586_bin.6	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
UMGS1370	ERR1620319_bin.23	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1371	ERR688537_bin.4	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
UMGS1372	SRR1761709_bin.46	Tenericutes	NA	NA	NA	NA
UMGS1373	SRR1821190_bin.17	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1374	SRR1761715_bin.4	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1375	SRR5056904_bin.43	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1376	ERR1190555_bin.13	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1377	ERR1305905_bin.49	NA	NA	NA	NA	NA
UMGS1378	SRR5127440_bin.4	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1379	SRR2992900_bin.12	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
UMGS1380	ERR2013604_bin.4	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1381	ERR1190881_bin.10	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
UMGS1382	ERR321471_bin.7	Tenericutes	NA	NA	NA	NA
UMGS1383	SRR5558252_bin.31	Tenericutes	NA	NA	NA	NA
UMGS1384	SRR5580103_bin.77	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1385	SRR1761667_bin.9	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
UMGS1386	ERR525891_bin.4	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1387	ERR1190900_bin.94	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1388	SRR5275470_bin.18	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1389	ERR1620298_bin.4	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1390	SRR1449752_bin.2	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1391	ERR209874_bin.24	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
UMGS1392	SRR5127857_bin.25	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1394	SRR1490912_bin.1	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1395	SRR4033063_bin.66	Tenericutes	Mollicutes	NA	NA	NA
UMGS1396	ERR589510_bin.34	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1397	SRR5558037_bin.76	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1399	SRR4408050_bin.11	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1400	ERR688517_bin.32	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1401	SRR5056975_bin.105	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1402	ERR209831_bin.1	Tenericutes	NA	NA	NA	NA
UMGS1403	SRR2992896_bin.21	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
UMGS1404	SRR1761721_bin.32	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
UMGS1405	DRR042394_bin.22	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
UMGS1406	SRR2912789_bin.15	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
