UMGS_ID	MAG_ID	Phylum	Class	Order	Family	Genus
UMGS1682	ERR1305899_bin.47	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1683	ERR688506_bin.43	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1684	ERR011192_bin.15	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1685	ERR1305900_bin.95	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1686	ERR505083_bin.68	NA	NA	NA	NA	NA
UMGS1687	ERR209185_bin.21	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio
UMGS1688	ERR1293725_bin.13	Firmicutes	Clostridia	NA	NA	NA
UMGS1689	ERR414250_bin.15	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1690	SRR5275395_bin.6	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1691	SRR1761704_bin.29	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1692	SRR769518_bin.25	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1693	ERR1620344_bin.21	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
UMGS1694	SRR3582149_bin.12	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
UMGS1695	ERR1018223_bin.41	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1696	SRR2992884_bin.50	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1697	SRR5580035_bin.43	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1698	ERR866580_bin.6	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	NA
UMGS1699	SRR341590_bin.30	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1700	ERR414332_bin.49	Tenericutes	NA	NA	NA	NA
UMGS1701	ERR1293658_bin.10	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1702	SRR5106295_bin.36	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1703	SRR1761709_bin.12	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1704	SRR1761677_bin.20	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
UMGS1705	SRR5558196_bin.77	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1706	SRR2912775_bin.30	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1707	SRR6038464_bin.2	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1708	ERR414318_bin.65	Tenericutes	NA	NA	NA	NA
UMGS1709	SRR1761698_bin.37	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1710	ERR1293845_bin.21	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1711	SRR5558284_bin.37	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1712	ERR414373_bin.20	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
UMGS1713	SRR5558198_bin.30	NA	NA	NA	NA	NA
UMGS1714	ERR525716_bin.69	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
UMGS1715	ERR525979_bin.25	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1716	ERR589849_bin.11	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
UMGS1717	SRR5057039_bin.40	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter
UMGS1718	SRR5127392_bin.30	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
UMGS1719	ERR525899_bin.8	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
UMGS1720	SRR3992988_bin.43	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1721	SRR5127532_bin.11	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1722	SRR5056797_bin.6	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1724	ERR1293728_bin.2	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1725	ERR589544_bin.20	Tenericutes	NA	NA	NA	NA
UMGS1726	SRR5127498_bin.5	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1727	ERR1620271_bin.25	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus
UMGS1728	SRR3108056_bin.77	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1729	SRR3917563_bin.12	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1730	SRR5275432_bin.16	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1731	ERR1620261_bin.1	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
UMGS1732	ERR1190816_bin.24	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1733	ERR011115_bin.6	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1734	ERR688506_bin.12	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1735	ERR525802_bin.17	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1737	SRR4481730_bin.35	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
UMGS1738	SRR1761713_bin.12	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
UMGS1739	SRR1761713_bin.38	Tenericutes	NA	NA	NA	NA
UMGS1740	SRR585755_bin.17	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1741	ERR414360_bin.62	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1742	ERR1305880_bin.2	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1743	SRR2912790_bin.34	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1744	SRR1761709_bin.21	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1745	ERR688529_bin.47	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Cryptobacterium
UMGS1746	SRR2155332_bin.24	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1747	SRR3917697_bin.34	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1748	ERR1190868_bin.84	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
UMGS1749	SRR5279293_bin.34	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
UMGS1750	SRR5580042_bin.48	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1751	ERR1293900_bin.11	NA	NA	NA	NA	NA
UMGS1752	SRR2912792_bin.4	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
UMGS1753	SRR1761706_bin.39	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
UMGS1754	ERR505083_bin.47	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1755	ERR1620325_bin.91	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1756	SRR3992983_bin.57	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
UMGS1757	SRR5279271_bin.28	NA	NA	NA	NA	NA
UMGS1758	ERR414305_bin.11	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1759	ERR209240_bin.10	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
UMGS1760	ERR321543_bin.5	NA	NA	NA	NA	NA
UMGS1761	SRR769529_bin.17	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1762	SRR1761711_bin.32	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1763	ERR1913124_bin.12	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1764	ERR1018304_bin.14	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megamonas
UMGS1765	ERR525886_bin.15	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
UMGS1766	SRR1196455_bin.34	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1767	SRR5275445_bin.35	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1768	SRR5275462_bin.23	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
UMGS1769	ERR1018216_bin.28	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
UMGS1771	ERR525716_bin.11	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
UMGS1772	SRR341608_bin.22	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1773	SRR4783567_bin.42	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
UMGS1774	ERR321233_bin.5	Firmicutes	Clostridia	NA	NA	NA
UMGS1775	ERR1913115_bin.35	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1776	SRR5558195_bin.42	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1777	SRR5275432_bin.13	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1778	ERR1190962_bin.65	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
UMGS1779	SRR5106325_bin.8	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1780	ERR688538_bin.58	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
UMGS1781	SRR1761709_bin.44	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1782	ERR1190607_bin.60	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1783	ERR911961_bin.55	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1784	SRR5056967_bin.2	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1785	ERR011192_bin.13	Spirochaetes	Spirochaetia	NA	NA	NA
UMGS1786	ERR1190609_bin.33	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
UMGS1787	SRR5032295_bin.18	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1788	SRR341705_bin.23	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1789	ERR321346_bin.16	NA	NA	NA	NA	NA
UMGS1790	SRR6028422_bin.2	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1791	SRR1930128_bin.1	NA	NA	NA	NA	NA
UMGS1793	ERR414423_bin.30	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	NA
UMGS1794	ERR866562_bin.1	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
UMGS1795	ERR1305896_bin.23	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1796	ERR414250_bin.11	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1797	ERR525775_bin.22	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
UMGS1798	SRR3993013_bin.71	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1799	ERR688512_bin.27	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1800	ERR1913066_bin.25	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1801	SRR5558005_bin.21	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1802	SRR3993040_bin.40	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1805	SRR5056853_bin.26	Saccharibacteria	NA	NA	NA	NA
UMGS1806	SRR5279238_bin.24	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
UMGS1807	ERR011185_bin.5	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
UMGS1808	SRR4408054_bin.8	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1809	ERR1190576_bin.39	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
UMGS1810	ERR1305897_bin.5	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1811	ERR1620306_bin.17	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus
UMGS1812	ERR414278_bin.13	Firmicutes	NA	NA	NA	NA
UMGS1813	ERR1913071_bin.26	NA	NA	NA	NA	NA
UMGS1815	SRR3737012_bin.16	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1816	ERR1297772_bin.30	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1817	ERR1018213_bin.39	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium
UMGS1818	SRR3131704_bin.1	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
UMGS1819	SRR2912801_bin.31	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1820	ERR414241_bin.52	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1821	ERR1578643_bin.21	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
UMGS1822	SRR1761715_bin.33	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
UMGS1823	SRR1761673_bin.41	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
UMGS1824	ERR1190606_bin.28	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
UMGS1825	SRR5275449_bin.3	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus
UMGS1826	ERR1305891_bin.67	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1828	ERR1578671_bin.62	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1829	ERR209478_bin.33	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
UMGS1831	SRR5056749_bin.10	Saccharibacteria	NA	NA	NA	NA
UMGS1832	ERR1190888_bin.21	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Slackia
UMGS1833	SRR5963345_bin.25	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Robinsoniella
UMGS1834	SRR5127700_bin.13	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1835	ERR1578631_bin.33	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1836	SRR2992894_bin.7	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1837	ERR011299_bin.3	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
UMGS1838	ERR1578647_bin.10	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1839	ERR414232_bin.14	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1840	ERR209476_bin.9	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1841	SRR3993003_bin.5	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1842	ERR1190934_bin.11	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1843	SRR5032302_bin.31	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1844	ERR589567_bin.9	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
UMGS1845	SRR341607_bin.5	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1846	SRR585762_bin.16	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
UMGS1847	ERR1190974_bin.1	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1848	SRR5057083_bin.11	Saccharibacteria	NA	NA	NA	NA
UMGS1850	ERR1305890_bin.5	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1851	ERR321293_bin.6	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1852	ERR414343_bin.75	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1853	SRR5558119_bin.13	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1855	ERR1190896_bin.57	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
UMGS1857	SRR4305075_bin.6	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Garciella
UMGS1858	SRR6028285_bin.10	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1859	ERR414338_bin.75	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1860	SRR5057083_bin.13	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
UMGS1861	ERR525823_bin.1	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
UMGS1862	SRR5127442_bin.9	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1863	SRR1761699_bin.32	Tenericutes	NA	NA	NA	NA
UMGS1864	SRR1761721_bin.44	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1865	SRR3108064_bin.50	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1867	SRR1761704_bin.11	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1868	SRR3737012_bin.36	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1869	ERR414339_bin.30	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1870	SRR2992900_bin.16	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
UMGS1871	SRR5275457_bin.33	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
UMGS1872	ERR1293915_bin.6	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1873	SRR2992885_bin.6	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1874	DRR042452_bin.28	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1875	SRR4451547_bin.12	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1877	SRR4444778_bin.17	Saccharibacteria	NA	NA	NA	NA
UMGS1878	SRR4481730_bin.32	NA	NA	NA	NA	NA
UMGS1879	ERR525960_bin.8	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1880	ERR505084_bin.22	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1881	SRR6028516_bin.12	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
UMGS1882	ERR1913112_bin.4	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
UMGS1883	ERR1190875_bin.15	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1884	ERR525813_bin.40	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1886	ERR1293698_bin.17	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
UMGS1887	ERR1190798_bin.50	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Olsenella
UMGS1889	SRR1761672_bin.20	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
UMGS1890	ERR1190957_bin.4	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
UMGS1891	SRR5963187_bin.8	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
UMGS1892	SRR1761705_bin.37	Tenericutes	NA	NA	NA	NA
UMGS1893	ERR1912994_bin.3	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1894	SRR5056796_bin.23	Firmicutes	Bacilli	Bacillales	Gemella	Gemella
UMGS1895	SRR5963236_bin.14	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea
UMGS1896	ERR1018285_bin.60	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas
UMGS1897	SRR341585_bin.13	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1898	ERR1190914_bin.29	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1899	ERR1913030_bin.47	NA	NA	NA	NA	NA
UMGS1900	SRR2155372_bin.7	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1901	SRR1761702_bin.18	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1902	ERR414348_bin.45	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
UMGS1903	SRR5275432_bin.11	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
UMGS1904	SRR1930142_bin.12	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1905	SRR6028558_bin.5	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1906	SRR3993001_bin.23	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1907	ERR1620261_bin.5	NA	NA	NA	NA	NA
UMGS1908	ERR414333_bin.19	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1909	ERR1578645_bin.25	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1910	SRR5275450_bin.29	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1911	ERR911953_bin.70	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1912	SRR2992883_bin.35	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Xylanibacter
UMGS1913	ERR1913063_bin.9	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1914	ERR209607_bin.14	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1915	ERR414243_bin.15	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1916	SRR6028229_bin.4	Tenericutes	Mollicutes	NA	NA	NA
UMGS1917	ERR1190590_bin.14	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1918	ERR1190934_bin.37	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1919	SRR6028283_bin.8	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1920	SRR3993040_bin.25	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1921	SRR3737012_bin.3	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1922	ERR525891_bin.6	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
UMGS1923	SRR5056731_bin.27	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1924	ERR525903_bin.23	NA	NA	NA	NA	NA
UMGS1925	SRR5275467_bin.39	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1926	ERR1018200_bin.51	Saccharibacteria	NA	NA	NA	NA
UMGS1927	ERR866601_bin.6	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1928	ERR1018195_bin.29	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1929	SRR1761703_bin.29	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1930	SRR3108064_bin.48	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1931	ERR414233_bin.14	Firmicutes	Clostridia	NA	NA	NA
UMGS1932	ERR1297838_bin.10	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
UMGS1933	SRR585755_bin.33	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1934	SRR5056853_bin.40	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
UMGS1935	ERR1190573_bin.42	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1936	ERR688562_bin.44	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1937	SRR1761701_bin.20	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1938	SRR5963258_bin.3	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas
UMGS1939	ERR1190612_bin.35	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
UMGS1940	SRR1927149_bin.36	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1941	SRR3992981_bin.55	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1942	ERR1018196_bin.59	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Slackia
UMGS1943	SRR6028264_bin.14	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1944	ERR1620269_bin.42	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
UMGS1945	ERR525699_bin.10	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	NA
UMGS1946	ERR1293686_bin.4	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1948	ERR688514_bin.6	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
UMGS1949	SRR5127571_bin.42	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1950	ERR1913067_bin.28	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1951	SRR2155382_bin.26	NA	NA	NA	NA	NA
UMGS1952	SRR4408062_bin.3	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
UMGS1953	SRR5127782_bin.22	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1954	ERR1190609_bin.11	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1955	ERR505100_bin.11	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1956	ERR1578625_bin.19	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
UMGS1958	ERR589527_bin.76	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1959	ERR414306_bin.25	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megamonas
